doncode,kpi,value
DAF001,KPI_Climate_CPD,
DAF001,KPI_ClimateHeat_CPD,
DAF001,KPI_ReachCTP_CPD,49971
DAF001,KPI_ReachDRER_CPD,347833
DAF001,KPI_ReachDRR_CPD,
DAF001,KPI_ReachH_CPD,2145871
DAF001,KPI_ReachHI_CPD,455730
DAF001,KPI_ReachHPM_CPD,4646
DAF001,KPI_ReachL_CPD,219872
DAF001,KPI_ReachLTSPD_CPD,2145871
DAF001,KPI_ReachM_CPD,
DAF001,KPI_ReachRCRCEd_CPD,105
DAF001,KPI_ReachS_CPD,
DAF001,KPI_ReachSI_CPD,
DAF001,KPI_ReachWASH_CPD,0
DAF001,KPI_TrainFA_Tot,3182
DAF001,KPI_DonBlood_Tot,
DAF001,KPI_GB_Tot,0
DAF001,KPI_PeopleVol_Tot,29732
DAF001,KPI_PStaff_Tot,2309
DAF001,KPI_noLocalUnits,122
DAF001,KPI_IncomeLC_CHF,11140953
DAF001,KPI_expenditureLC_CHF,11566527
DAL001,KPI_Climate_CPD,
DAL001,KPI_ClimateHeat_CPD,
DAL001,KPI_ReachCTP_CPD,10000
DAL001,KPI_ReachDRER_CPD,123000
DAL001,KPI_ReachDRR_CPD,129188
DAL001,KPI_ReachH_CPD,140000
DAL001,KPI_ReachHI_CPD,0
DAL001,KPI_ReachHPM_CPD,3520
DAL001,KPI_ReachL_CPD,127000
DAL001,KPI_ReachLTSPD_CPD,25280
DAL001,KPI_ReachM_CPD,180
DAL001,KPI_ReachRCRCEd_CPD,14655
DAL001,KPI_ReachS_CPD,220
DAL001,KPI_ReachSI_CPD,18800
DAL001,KPI_ReachWASH_CPD,40000
DAL001,KPI_TrainFA_Tot,66160
DAL001,KPI_DonBlood_Tot,4725
DAL001,KPI_GB_Tot,14
DAL001,KPI_PeopleVol_Tot,2295
DAL001,KPI_PStaff_Tot,58
DAL001,KPI_noLocalUnits,39
DAL001,KPI_IncomeLC_CHF,2270842
DAL001,KPI_expenditureLC_CHF,1913412
DDZ001,KPI_Climate_CPD,
DDZ001,KPI_ClimateHeat_CPD,
DDZ001,KPI_ReachCTP_CPD,
DDZ001,KPI_ReachDRER_CPD,24000
DDZ001,KPI_ReachDRR_CPD,6000
DDZ001,KPI_ReachH_CPD,215000
DDZ001,KPI_ReachHI_CPD,70000
DDZ001,KPI_ReachHPM_CPD,3100
DDZ001,KPI_ReachL_CPD,2e+05
DDZ001,KPI_ReachLTSPD_CPD,86000
DDZ001,KPI_ReachM_CPD,4e+05
DDZ001,KPI_ReachRCRCEd_CPD,
DDZ001,KPI_ReachS_CPD,30000
DDZ001,KPI_ReachSI_CPD,
DDZ001,KPI_ReachWASH_CPD,4000
DDZ001,KPI_TrainFA_Tot,6675
DDZ001,KPI_DonBlood_Tot,11895
DDZ001,KPI_GB_Tot,25
DDZ001,KPI_PeopleVol_Tot,36367
DDZ001,KPI_PStaff_Tot,110
DDZ001,KPI_noLocalUnits,107
DDZ001,KPI_IncomeLC_CHF,3807749
DDZ001,KPI_expenditureLC_CHF,1631063
DUS001,KPI_Climate_CPD,
DUS001,KPI_ClimateHeat_CPD,
DUS001,KPI_ReachCTP_CPD,244095
DUS001,KPI_ReachDRER_CPD,
DUS001,KPI_ReachDRR_CPD,281187
DUS001,KPI_ReachH_CPD,6339537
DUS001,KPI_ReachHI_CPD,
DUS001,KPI_ReachHPM_CPD,38110
DUS001,KPI_ReachL_CPD,244095
DUS001,KPI_ReachLTSPD_CPD,7919326
DUS001,KPI_ReachM_CPD,
DUS001,KPI_ReachRCRCEd_CPD,
DUS001,KPI_ReachS_CPD,1512380
DUS001,KPI_ReachSI_CPD,
DUS001,KPI_ReachWASH_CPD,43705
DUS001,KPI_TrainFA_Tot,6190964
DUS001,KPI_DonBlood_Tot,2218346
DUS001,KPI_GB_Tot,14
DUS001,KPI_PeopleVol_Tot,281003
DUS001,KPI_PStaff_Tot,17495
DUS001,KPI_noLocalUnits,234
DUS001,KPI_IncomeLC_CHF,2787293038
DUS001,KPI_expenditureLC_CHF,2521967296
DAD001,KPI_Climate_CPD,
DAD001,KPI_ClimateHeat_CPD,0
DAD001,KPI_ReachCTP_CPD,
DAD001,KPI_ReachDRER_CPD,
DAD001,KPI_ReachDRR_CPD,
DAD001,KPI_ReachH_CPD,0
DAD001,KPI_ReachHI_CPD,
DAD001,KPI_ReachHPM_CPD,0
DAD001,KPI_ReachL_CPD,
DAD001,KPI_ReachLTSPD_CPD,
DAD001,KPI_ReachM_CPD,
DAD001,KPI_ReachRCRCEd_CPD,
DAD001,KPI_ReachS_CPD,
DAD001,KPI_ReachSI_CPD,0
DAD001,KPI_ReachWASH_CPD,
DAD001,KPI_TrainFA_Tot,3508
DAD001,KPI_DonBlood_Tot,1426
DAD001,KPI_GB_Tot,12
DAD001,KPI_PeopleVol_Tot,570
DAD001,KPI_PStaff_Tot,92
DAD001,KPI_noLocalUnits,1
DAD001,KPI_IncomeLC_CHF,2621483
DAD001,KPI_expenditureLC_CHF,2319042
DAO001,KPI_Climate_CPD,
DAO001,KPI_ClimateHeat_CPD,
DAO001,KPI_ReachCTP_CPD,
DAO001,KPI_ReachDRER_CPD,
DAO001,KPI_ReachDRR_CPD,
DAO001,KPI_ReachH_CPD,
DAO001,KPI_ReachHI_CPD,
DAO001,KPI_ReachHPM_CPD,
DAO001,KPI_ReachL_CPD,
DAO001,KPI_ReachLTSPD_CPD,
DAO001,KPI_ReachM_CPD,
DAO001,KPI_ReachRCRCEd_CPD,
DAO001,KPI_ReachS_CPD,
DAO001,KPI_ReachSI_CPD,
DAO001,KPI_ReachWASH_CPD,
DAO001,KPI_TrainFA_Tot,
DAO001,KPI_DonBlood_Tot,
DAO001,KPI_GB_Tot,
DAO001,KPI_PeopleVol_Tot,
DAO001,KPI_PStaff_Tot,
DAO001,KPI_noLocalUnits,
DAO001,KPI_IncomeLC_CHF,
DAO001,KPI_expenditureLC_CHF,
DAG001,KPI_Climate_CPD,
DAG001,KPI_ClimateHeat_CPD,
DAG001,KPI_ReachCTP_CPD,
DAG001,KPI_ReachDRER_CPD,
DAG001,KPI_ReachDRR_CPD,
DAG001,KPI_ReachH_CPD,
DAG001,KPI_ReachHI_CPD,
DAG001,KPI_ReachHPM_CPD,
DAG001,KPI_ReachL_CPD,67
DAG001,KPI_ReachLTSPD_CPD,
DAG001,KPI_ReachM_CPD,
DAG001,KPI_ReachRCRCEd_CPD,
DAG001,KPI_ReachS_CPD,
DAG001,KPI_ReachSI_CPD,
DAG001,KPI_ReachWASH_CPD,
DAG001,KPI_TrainFA_Tot,253
DAG001,KPI_DonBlood_Tot,
DAG001,KPI_GB_Tot,11
DAG001,KPI_PeopleVol_Tot,119
DAG001,KPI_PStaff_Tot,9
DAG001,KPI_noLocalUnits,3
